H;07536553000102    ;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;BRAVECTO TRANSDERMAL CAES 112,5MG 2 - 4,5kg                 ;202010200         ;MSD BRAVECTO TRANSDERMAL                                    ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184186119     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;BRAVECTO TRANSDERMAL GATOS 112,5MG 1,2 - 2,8 kg             ;202010200         ;MSD BRAVECTO TRANSDERMAL                                    ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184174499     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;PANACUR CAES/GATOS SUSP FIL 20 ML                           ;202010400         ;MSD FARMA                                                   ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185906748     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;CANINSULIN 2,5 ML                                           ;202010400         ;MSD FARMA                                                   ;                  ;MSD                                                         ;                  ;                                                            ;E;7894442286947     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;CEFA CURE 50 MG C/ 20 COMP.                                 ;202010400         ;MSD FARMA                                                   ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185909602     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;ROTAVEC CORONA 10 ML 5 DS                                   ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184124531     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;AVOTAN 1000 ML                                              ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185906656     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;RB 51 50 ML 25 DOSES                                        ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185951250     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;7;TICK GARD POUR ON 5 L CX C/2 UND                            ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;17896185902532    ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;AGRISEPT MC TABS C/10 COMP.                                 ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7894442035781     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;8;VALLEEVITA ADE INJETAVEL 250 ML VALLEE                      ;202020101         ;MSD TECNICA                                                 ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370107790     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;HALOCUR 1X490ML                                             ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184149657     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;VAC FERTIGUARD SELENIUM MAX 50 D VALLE (I)                  ;202020101         ;MSD TECNICA                                                 ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105345     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;PANACUR SUSP. 10% 1 LITRO                                   ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185911407     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;8;VAC BOVILIS VISTA ONCE 100ML 50 DOSES                       ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;662858869200      ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;CIOSIN CL 100 ML                                            ;202020102         ;MSD TECNICA ATACADO                                         ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184185624     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;FIPROBAN 0,67 ML - De 01 a 10 kg de peso(I)                 ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105567     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;RANGER LA 3,5% 500 ML VALLEE (I)                            ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370100616     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;VAC POLI-STAR 100 ML VALLE (I) INTERSUL                     ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105154     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;SOLUTICK 1 L VALLEE (I)                                     ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105604     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;KIT RANGER LA 3,5% 500 ML C/15 + PISTOLA VALLEE (I)         ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370108445     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;2;DIAZEN 15 ML                                                ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370100692     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;SINCROSIN 2 ML DISPLAY C/24 UN VALLEE (I)                   ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370104737     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;RANGER LA 3,5% 50 ML VALLE                                  ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370100593     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;VALLEECALCIO 500 ML VALLEE                                  ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105376     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;OXITRAT LA 50 ML VALLEE                                     ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370104362     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;OXITRAT LA PLUS 100 ML VALLEE                               ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370104515     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;2;BIOXAN COMPOSTO 500 ML VALLEE                               ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370104133     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;MATABICHEIRAS COOPER 1 L                                    ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185983275     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;3;VITAMAX INJ. 50 ML VALLEE                                   ;202020500         ;VALLEE                                                      ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105024     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;7;BRAVECTO 250MG 4,5 - 10kg                                   ;202010100         ;MSD BRAVECTO                                                ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184136992     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;7;BRAVECTO 1000MG 20 - 40kg                                   ;202010100         ;MSD BRAVECTO                                                ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184137036     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;NOBIVAC DHPPi+L CX (25 doses)                               ;202010300         ;MSD NOBIVAC                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184137333     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;NOBIVAC FELINE 1 HCPCH 1DS CX C/10 FR                       ;202010300         ;MSD NOBIVAC                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;662858020779      ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;ACTIVYL GATOS ATE 4 KG 1X0,51 ML                            ;202010400         ;MSD FARMA                                                   ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184121707     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;COLEIRA SCALIBOR 48 CM 19 G                                 ;202010600         ;MSD SCALIBOR                                                ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185907004     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;6;ZUPREVO 100 ML                                              ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184135070     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;ZUPREVO 250 ML                                              ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184190208     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;SOLUTION L.A. 3,5 % 500 ML                                  ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185913302     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;POTENTY 1 LITRO                                             ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185902412     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;CIOSIN 20 ML                                                ;202020102         ;MSD TECNICA ATACADO                                         ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185972415     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;6;NUFLOR INJETAVEL 50 ML                                      ;202020201         ;MSD COMERCIAL                                               ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184127938     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;CENTURION 25 G VALLEE (I)                                   ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370106922     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;SOLUTICK 5 L CX C/4 + PISTOLA VALLEE (I)                    ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370106809     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;VETFLOGIN 50 ML (I)                                         ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370104638     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;DEXAMAX 10 ML VALLEE (I)                                    ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370104584     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;SOLUTICK 5 L VALLEE (I)                                     ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370106625     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;SUPRAMEC POUR-ON 1000 ML                                    ;202020201         ;MSD COMERCIAL                                               ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185983404     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;GLUCAFOS COOPER 200 ML                                      ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185971470     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;CALMINEX POMADA 100 G                                       ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185970947     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;OXITRAT LA PLUS 50 ML VALLEE                                ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370104508     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;RANGER 50 ML VALLEE                                         ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370100401     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;VAC BRUCELINA B19 15 DOSES VALLEE                           ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105093     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;7;BRAVECTO 112,5MG 2 - 4,5kg                                  ;202010100         ;MSD BRAVECTO                                                ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184136893     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;BRAVECTO TRANSDERMAL GATOS 250MG 2,8 - 6,25 kg              ;202010200         ;MSD BRAVECTO TRANSDERMAL                                    ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184174505     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;NOBIVAC PUPPY DP 5 X 1 DS ETICA                             ;202010300         ;MSD NOBIVAC                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184100504     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;NOBIVAC KC + DIL 5 X 1 DS ETICA                             ;202010300         ;MSD NOBIVAC                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184040923     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;CEFA CURE 200 MG C/ 10 COMP.                                ;202010400         ;MSD FARMA                                                   ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185909619     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;ENDAL GATOS 4COMP                                           ;202010400         ;MSD FARMA                                                   ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185970985     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;METICORTEN VET 20 MG 10 COMP                                ;202010400         ;MSD FARMA                                                   ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185971180     ;Unidade             ;UN      ;1000           ;I;20230315
V;05194267000180    ;SISTEMAS  DE  IDENTIFICACAO  ANIMAL  LTD                    ;1;MICROCHIP GLOBAL IDENT 2,1X12MM C/10 UND                    ;202010500         ;IDENTIFICA��O MSD PET                                       ;                  ;ALLFLEX                                                     ;                  ;                                                            ;E;7892222123154     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;7;FERTILCARE BENZOATO SINCRONIZA��O 100 ML                    ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896370105642     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;MASTIPLAN LC CX/20 SERINGAS                                 ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184136879     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;7;FERTILCARE OVULA��O 100 ML                                  ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896370106632     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;VALEROL  100 ML                                             ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185912343     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;PANACOXX  250 ML                                            ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185959065     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;PANACUR SUSP. 10% - 10 LITROS                               ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185903228     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;FERTAGYL 5 ML                                               ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184081971     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;COBACTAN 2,5% INJ. 100 ML                                   ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185980045     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;VAC BOVILIS POLI-STAR T 250 ML 50 DS                        ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184197115     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;VAC BOVILIS POLI-STAR  T 100 ML 20 DS                       ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184197108     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;PENCIVET PLUS. PPU 50 ML                                    ;202020102         ;MSD TECNICA ATACADO                                         ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185903129     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;FIPROBAN 0,5 ML - GATOS(I)                                  ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105550     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;CONTROLLER POUR-ON 1000 ML (I)                              ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370100098     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;BUTOX P CE 25 - 20 ML CX C/100 UNID (4X25)                  ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;MSD                                                         ;                  ;                                                            ;E;17896185902402    ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;8;BOVGUARD POUR ON 5LT VALLEE                                 ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370107578     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;BANAMINE INJETAVEL 50 ML                                    ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184127655     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;BOVGUARD POUR ON 1 L VALLEE                                 ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370107585     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;5;BRAVECTO TRANSDERMAL CAES 250MG 4,5 - 10kg                  ;202010200         ;MSD BRAVECTO TRANSDERMAL                                    ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184186126     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;BRAVECTO TRANSDERMAL CAES 1000MG 20 - 40kg                  ;202010200         ;MSD BRAVECTO TRANSDERMAL                                    ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184186348     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;BRAVECTO TRANSDERMAL GATOS 500MG 6,25 - 12,5 kg             ;202010200         ;MSD BRAVECTO TRANSDERMAL                                    ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184174512     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;TRIATOX PULV 40 ML PET                                      ;202010400         ;MSD FARMA                                                   ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185983350     ;Unidade             ;UN      ;1000           ;I;20230315
V;05194267000180    ;SISTEMAS  DE  IDENTIFICACAO  ANIMAL  LTD                    ;1;LEITOR HOMEAGAIN                                            ;202010500         ;IDENTIFICA��O MSD PET                                       ;                  ;ALLFLEX                                                     ;                  ;                                                            ;E;7892222123161     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;4;FERTILCARE IMPLANTE 600 C/10 DISPOSITIVOS                   ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896370105635     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;7;TICK GARD POUR ON 1L                                        ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185902528     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;RESFLOR GOLD 1X 100 ML                                      ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184122933     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;VAC POLI-R 250 ML VALLE (I)                                 ;202020101         ;MSD TECNICA                                                 ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105147     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;VAC FERTIGUARD SELENIUM MAX 20 D VALLE (I)                  ;202020101         ;MSD TECNICA                                                 ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105338     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;FERTAGYL 50 ML                                              ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184081988     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;2;COBACTAN 2,5% INJ. 50 ML                                    ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185980038     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;VAC COVEXIN-9 100 ML 33 DS                                  ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;7896185961631     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;BANAMINE TRANSDERMAL 250 ML                                 ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184143037     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;1;BANAMINE TRANSDERMAL 1 L                                    ;202020101         ;MSD TECNICA                                                 ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184143372     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;1;FIPROBAN 1,34 ML - De 10 a 20 kg de peso(I)                 ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370105574     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000279    ;VALLEE S/A                                                  ;1;LANCER 500 ML VALLEE (I)                                    ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370100289     ;Unidade             ;UN      ;1000           ;I;20230315
V;20557161000350    ;VALLEE S.A.                                                 ;8;BOVGUARD POUR ON 5LT CX C/4 FRS + PISTOLA VALLEE            ;202020201         ;MSD COMERCIAL                                               ;                  ;VALLEE                                                      ;                  ;                                                            ;E;7896370107769     ;Unidade             ;UN      ;1000           ;I;20230315
V;07954091000496    ;MERCK SHARP E DOHME SAUDE ANIMAL LTDA                       ;3;BANAMINE INJETAVEL 100 ML                                   ;202020202         ;MSD COMERCIAL ATACADO                                       ;                  ;MSD                                                         ;                  ;                                                            ;E;8713184127617     ;Unidade             ;UN      ;1000           ;I;20230315
